cluster,district,date_announced,category,cases_total
KLUSTER DTI LANGKAP,HILIR PERAK,2022-02-20,detentionCentre,12
KLUSTER JALAN BELURAN LAMA,BELURAN,2022-02-20,education,52
KLUSTER INDUSTRI JALAN SANTAN,KANGAR,2022-02-20,workplace,14
KLUSTER JALAN PERMATANG TOK MAHAT,SEBERANG PERAI SELATAN,2022-02-20,education,89
KLUSTER LORONG RASHIDAH UTAMA,"SEREMBAN, PORT DICKSON",2022-02-20,education,21
KLUSTER KM18 JALAN KUANTAN-PEKAN 2,KUANTAN,2022-02-20,highRisk,18
KLUSTER PUTRA TIGA F,PUTRAJAYA,2022-02-20,workplace,21
KLUSTER KAMPUNG KUBANG KELADI,"BACHOK, KOTA BHARU",2022-02-21,education,43
KLUSTER JALAN PANTAI TELOK PELANDUK,PORT DICKSON,2022-02-21,education,10
KLUSTER KAMPUNG LANDAR,PASIR MAS,2022-02-21,education,40
KLUSTER JALAN TASIK PUTERI,GOMBAK,2022-02-21,education,63
KLUSTER JALAN MESRA KERAMAT,TITIWANGSA,2022-02-22,highRisk,22
KLUSTER JALAN PENGHULU ABAS,MELAKA TENGAH,2022-02-22,workplace,39
KLUSTER JALAN PARIT TANJUNG BELANJA,PERAK TENGAH,2022-02-22,education,13
KLUSTER KUALA TONGOD,TONGOD,2022-02-22,education,68
KLUSTER LORONG BUNUT SUSU,PASIR MAS,2022-02-22,education,17
KLUSTER JALAN AIR HITAM KULAI,"KULAI, JOHOR BAHRU",2022-02-22,highRisk,9
KLUSTER EMPAT JALAN YAACOB LATIF,CHERAS,2022-02-22,education,20
KLUSTER JALAN TIONG MAS,SEBERANG PERAI SELATAN,2022-02-22,education,46
KLUSTER KAMPUNG KOLAM,BACHOK,2022-02-22,education,21
KLUSTER JALAN SELADANG PASAR,CHERAS,2022-02-23,education,13
KLUSTER KOK LANAS KETEREH 3,KOTA BHARU,2022-02-23,workplace,9
KLUSTER JALAN GONG DAYAK,PASIR MAS,2022-02-23,education,9
KLUSTER JALAN BENTENG KELANANG,KUALA LANGAT,2022-02-23,education,54
KLUSTER INDUSTRI LORONG JALA,KLANG,2022-02-23,workplace,17
KLUSTER KAMPUNG MEDAN,KUALA LANGAT,2022-02-23,education,41
KLUSTER JALAN RADIUS SATU,SEPANG,2022-02-23,education,15
KLUSTER JALAN TANAH MERAH 11,BATU PAHAT,2022-02-23,highRisk,13
KLUSTER JALAN AMINUDDIN BAKI,SEREMBAN,2022-02-23,education,17
KLUSTER JALAN LUBOK JONG,PASIR MAS,2022-02-23,education,15
KLUSTER DUA JALAN KOTA RAJA,KLANG,2022-02-23,education,13
KLUSTER KAMPUNG GONG CHOKOH,PASIR PUTEH,2022-02-23,education,12
KLUSTER TEMBOK BUKIT MERTAJAM 3,SEBERANG PERAI TENGAH,2022-02-23,detentionCentre,190
KLUSTER JALAN TAMAN SRI HARTAMAS,"KEPONG, CHERAS, TITIWANGSA, LEMBAH PANTAI",2022-02-23,workplace,22
KLUSTER JALAN POHON BATU,LABUAN,2022-02-24,education,43
KLUSTER TAMAN SERI JANGGUS,SEBERANG PERAI TENGAH,2022-02-24,education,29
KLUSTER JALAN TASEK ALAI,SEGAMAT,2022-02-24,education,16
KLUSTER JALAN MARYANI,SEGAMAT,2022-02-24,highRisk,10
KLUSTER PENGKALAN ARA,HILIR PERAK,2022-02-24,education,57
KLUSTER JALAN THAMBI DOLLAH,LEMBAH PANTAI,2022-02-24,workplace,16
KLUSTER JALAN TENGKERA,MELAKA TENGAH,2022-02-24,highRisk,31
KLUSTER MUHIBBAH BIDOR,BATANG PADANG,2022-02-24,highRisk,31
KLUSTER JALAN TITI,JELEBU,2022-02-24,education,33
KLUSTER JALAN HOSPITAL SABAK,SABAK BERNAM,2022-02-24,highRisk,42
KLUSTER INDUSTRI JALAN KUALA PERLIS,KANGAR,2022-02-24,workplace,22
KLUSTER KEMAR TEMENGGOR,HULU PERAK,2022-02-24,community,167
KLUSTER PERSIARAN TENGKU AMPUAN,"KLANG, KUALA SELANGOR, HULU LANGAT",2022-02-24,education,68
KLUSTER MEDIACITY 3,"LEMBAH PANTAI, CHERAS, TITIWANGSA, PUTRAJAYA, KEPONG",2022-02-24,workplace,32
KLUSTER JALAN TUN HAMDAN SHEIKH TAHIR,SEBERANG PERAI UTARA,2022-02-24,education,75
KLUSTER JALAN LEMBAH KESANG,JASIN,2022-02-24,education,60
KLUSTER TELUK AIR TAWAR 2,SEBERANG PERAI UTARA,2022-02-25,education,12
KLUSTER JALAN FOSS,"CHERAS, LEMBAH PANTAI, HULU LANGAT",2022-02-25,education,5
KLUSTER PERSIARAN DATO SHAMSUDDIN 2,"KEPONG, CHERAS",2022-02-25,education,45
KLUSTER KM 12 PAYA RUMPUT 2,MELAKA TENGAH,2022-02-25,highRisk,70
KLUSTER INDUSTRI TANJUNG SURIA 2,"SEPANG, KUALA LANGAT, PETALING",2022-02-25,workplace,484
KLUSTER PERSIARAN ILMU SERI ALAM,JOHOR BAHRU,2022-02-26,education,47
KLUSTER LORONG NIPAH LIMA,TIMUR LAUT,2022-02-26,highRisk,14
KLUSTER INDUSTRI DUA LEBOH SULTAN,"KLANG, GOMBAK, KUALA LANGAT, KUALA SELANGOR, PETALING",2022-02-26,workplace,38
KLUSTER JALAN LAPAN AMPANG,HULU LANGAT,2022-02-26,highRisk,18
KLUSTER JALAN KAMPAR PERDANA,KAMPAR,2022-02-26,workplace,13
KLUSTER PARIT SAWAH TANGKAK,TANGKAK,2022-02-26,education,7
KLUSTER JALAN BERTAM KEPALA BATAS,SEBERANG PERAI UTARA,2022-02-26,highRisk,52
KLUSTER JALAN TANJUNG ENAM 2,JOHOR BAHRU,2022-02-27,workplace,24
KLUSTER SIMPANG 5 BATU PAHAT,BATU PAHAT,2022-02-27,education,25
KLUSTER JALAN BESAR TANGKAK,TANGKAK,2022-02-27,education,13
KLUSTER TOLOKOSON KEM DUA,TENOM,2022-02-27,workplace,140
KLUSTER JALAN TAHANA SEMBILAN,JOHOR BAHRU,2022-02-27,workplace,41
KLUSTER JALAN SUNGAI MUNTOH,"JELEBU, SEREMBAN",2022-02-28,detentionCentre,44
KLUSTER INDUSTRI PERSIARAN KEMAJUAN 2,"HULU LANGAT, PETALING, SEPANG",2022-02-28,workplace,1225
KLUSTER DUA JALAN EMPAT TERATAI,TITIWANGSA,2022-02-28,education,21
KLUSTER JALAN KEM BINA,RANAU,2022-03-01,workplace,57
KLUSTER RUMAH KEDAI KERATONG 5 SAUDI,ROMPIN,2022-03-01,import,9
KLUSTER SAWIT SUNGAI MAI,TEMERLOH,2022-03-01,workplace,19
KLUSTER JALAN SULTAN HAJI AHMAD SHAH,"KEPONG, TITIWANGSA, HULU LANGAT, PETALING, KUALA SELANGOR, GOMBAK",2022-03-02,workplace,16
KLUSTER KAMPUNG KOTA,KOTA BHARU,2022-03-02,community,9
KLUSTER JALAN AU5,GOMBAK,2022-03-02,highRisk,5
KLUSTER JALAN INTAN CHERAS,HULU LANGAT,2022-03-02,highRisk,13
KLUSTER KAMPUNG SUNGAI SALAK,GOMBAK,2022-03-02,education,29
KLUSTER JALAN SENTOSA SUNGAI SIPUT,KUALA KANGSAR,2022-03-02,education,5
KLUSTER GUNUNG GENTING,KINTA,2022-03-02,education,7
KLUSTER JALAN MEDAN RAHANG,SEREMBAN,2022-03-02,workplace,25
KLUSTER JALAN BUKIT MINYAK DUA,SEBERANG PERAI TENGAH,2022-03-02,education,30
KLUSTER PENOR,KUANTAN,2022-03-02,detentionCentre,17
KLUSTER JALAN TUNTUNG TIGA,PETALING,2022-03-02,education,17
KLUSTER BANDAR PUTRA BERTAM,"SEBERANG PERAI UTARA, SEBERANG PERAI TENGAH, SEBERANG PERAI SELATAN, BARAT DAYA, YAN, KULIM",2022-03-02,education,39
KLUSTER JALAN PAK ELONG,BACHOK,2022-03-02,education,12
KLUSTER JALAN IKRAM,"SEPANG, HULU LANGAT",2022-03-02,education,28
KLUSTER BATU SATU SABAK,SABAK BERNAM,2022-03-02,education,21
KLUSTER TANJUNG LABUH,BATU PAHAT,2022-03-03,education,36
KLUSTER JALAN DATO SYED ABDUL KADIR,KOTA TINGGI,2022-03-03,education,19
KLUSTER BATU 13 JALAN CHERAS,HULU LANGAT,2022-03-03,education,41
KLUSTER JALAN KELAPA BALI,PETALING,2022-03-03,education,6
KLUSTER JALAN LAMA SUNGAI LIMAU,SABAK BERNAM,2022-03-03,workplace,14
KLUSTER JALAN SUNGAI BESI TUJUH,CHERAS,2022-03-03,detentionCentre,14
KLUSTER BATU 3 JALAN PAHANG,BATANG PADANG,2022-03-03,education,21
KLUSTER LORONG BUKIT PIATU 15,"MELAKA TENGAH, ALOR GAJAH",2022-03-03,education,33
KLUSTER JALAN MELATI SLIM,MUALLIM,2022-03-03,education,20
KLUSTER KUNDANG PATAH,RAUB,2022-03-03,detentionCentre,66
KLUSTER INDUSTRI PERSIARAN DAMANSARA,"PETALING, GOMBAK, KLANG",2022-03-03,workplace,14
KLUSTER LENGKUNGAN DUTA,KEPONG,2022-03-08,education,24
KLUSTER DUA JALAN MAHAWANGSA,KINTA,2022-03-10,workplace,11
KLUSTER DUA HENTIAN,HULU LANGAT,2022-03-11,highRisk,12
KLUSTER CHANGKAT BERANGAN,"HULU PERAK, KUALA KANGSAR",2022-03-11,education,144
KLUSTER PINGGIR ZAABA,KEPONG,2022-03-13,education,8
KLUSTER KAMPUNG AMAN,JOHOR BAHRU,2022-03-13,highRisk,117
KLUSTER JALAN BATU KIKIR,JEMPOL,2022-03-13,education,42
KLUSTER JALAN TAMBALANG,TUARAN,2022-03-13,highRisk,70
KLUSTER JALAN INDAH GEMILANG LIMA,JOHOR BAHRU,2022-03-13,workplace,67
KLUSTER INDUSTRI JALAN PERUSAHAAN SEKINCHAN,SABAK BERNAM,2022-03-13,workplace,18
KLUSTER BATU 16 JALAN IPOH,GOMBAK,2022-03-14,education,30
KLUSTER JALAN YEW 2,CHERAS,2022-03-14,highRisk,24
KLUSTER JALAN HAMILTON JELUTONG,"TIMUR LAUT, SEBERANG PERAI TENGAH",2022-03-15,highRisk,26
KLUSTER INDUSTRI JALAN HARMONI,KUALA SELANGOR,2022-03-15,workplace,35
KLUSTER PERSIARAN TIMUR,PUTRAJAYA,2022-03-15,education,134
KLUSTER JALAN BAGAN DATUK,HILIR PERAK,2022-03-15,education,84
KLUSTER DUA JALAN MARMAR,KEPONG,2022-03-16,education,18
KLUSTER JALAN SETIA BUDI,KEPONG,2022-03-16,religious,5
KLUSTER DUA JALAN CHAIN FERRY,"SEBERANG PERAI UTARA, SEBERANG PERAI TENGAH, SEBERANG PERAI SELATAN",2022-03-16,workplace,43
KLUSTER JALAN WANGSA KUARZA,TITIWANGSA,2022-03-16,education,7
KLUSTER TAI KENG GARDEN,KULAI,2022-03-16,highRisk,26
KLUSTER JALAN PANTAI KM 14,PORT DICKSON,2022-03-16,education,68
KLUSTER JALAN KAMPUNG BARU,SEBERANG PERAI TENGAH,2022-03-17,detentionCentre,103
KLUSTER LORONG KAPAL 2,SEBERANG PERAI UTARA,2022-03-17,highRisk,7
KLUSTER PERSIARAN PUTRA 16E,PUTRAJAYA,2022-03-17,highRisk,18
KLUSTER JALAN TPP EMPAT,"PETALING, GOMBAK",2022-03-17,highRisk,46
KLUSTER JALAN SEGAMBUT LENTANG 2,"KEPONG, CHERAS",2022-03-17,workplace,42
KLUSTER DESA DAMAI,BENTONG,2022-03-17,highRisk,20
KLUSTER JALAN PERUSAHAAN UTAMA,REMBAU,2022-03-17,workplace,98
KLUSTER DUA JALAN PADANG GOLF,HULU SELANGOR,2022-03-17,highRisk,61
KLUSTER INDUSTRI AYER KEROH 2,MELAKA TENGAH,2022-03-17,workplace,58
KLUSTER PERSIARAN MANJUNG,MANJUNG,2022-03-18,highRisk,19
KLUSTER JALAN PENDIDIKAN MALAWATI,KUALA SELANGOR,2022-03-18,education,48
KLUSTER JALAN TANJUNG TUALANG,PERAK TENGAH,2022-03-18,education,28
KLUSTER JALAN TAITON,BAU,2022-03-19,workplace,75
KLUSTER JALAN PERUSAHAAN DUA KAMPAR,KAMPAR,2022-03-19,highRisk,22
KLUSTER JALAN LINGKARAN TENGAH,"CHERAS, SEPANG",2022-03-19,workplace,5
KLUSTER LORONG BUNGA RAYA 2,KLANG,2022-03-19,highRisk,9
KLUSTER TAPAK BINA JALAN CHAN SOW LIN,"CHERAS, KEPONG, LEMBAH PANTAI, TITIWANGSA",2022-03-19,workplace,53
KLUSTER JALAN KERINCHI KIRI,"LEMBAH PANTAI, TITIWANGSA, CHERAS",2022-03-19,workplace,17
KLUSTER JALAN LANG IPOH,KINTA,2022-03-20,highRisk,34
KLUSTER JALAN ANGKASA,KUALA LANGAT,2022-03-21,highRisk,69
KLUSTER MANDIN JAYA 2,SEBERANG PERAI UTARA,2022-03-21,highRisk,66
KLUSTER JALAN SULTAN ABDUL SAMAD,"KLANG, KUALA LANGAT, PETALING, SEPANG",2022-03-22,education,67
KLUSTER JALAN METRO PERDANA TIMUR,KEPONG,2022-03-22,workplace,15
KLUSTER INDUSTRI JALAN RAJA MUSA 2,KUALA SELANGOR,2022-03-22,workplace,38
KLUSTER TAMAN PERINDUSTRIAN BATU BERENDAM 2,"MELAKA TENGAH, ALOR GAJAH, JASIN",2022-03-22,workplace,47
KLUSTER LORONG PENDITA,CHERAS,2022-03-24,highRisk,24
KLUSTER JALAN BESAR KALONG TENGAH,HULU SELANGOR,2022-03-24,highRisk,20
KLUSTER JALAN PADANG GOLF 3,HULU SELANGOR,2022-03-24,highRisk,68
KLUSTER INDUSTRI KILOMETER 15 2,"KUALA LANGAT, KLANG",2022-03-24,workplace,74
KLUSTER JALAN TAMPIN LAMA,SEREMBAN,2022-03-25,highRisk,62
KLUSTER JALAN SS TIGA,PETALING,2022-03-26,highRisk,6
KLUSTER BANDAR VENDOR,ALOR GAJAH,2022-03-26,education,65
KLUSTER DUA SUNGAI RABA,KUALA LANGAT,2022-03-26,education,51
KLUSTER JALAN RIMBA,PETALING,2022-03-27,highRisk,9
KLUSTER JALAN SILC SATU NUSAJAYA,JOHOR BAHRU,2022-03-28,workplace,11
KLUSTER JALAN GENTING KELANG 2,"KEPONG, TITIWANGSA",2022-03-28,education,23
KLUSTER JALAN SEBELAS E 2,PUTRAJAYA,2022-03-29,education,20
KLUSTER JALAN SS DUA,PETALING,2022-03-29,highRisk,15
KLUSTER JALAN PARIT MAHANG 2,KUALA SELANGOR,2022-03-30,highRisk,42
KLUSTER JALAN OKK AWANG BESAR SAUDI,LABUAN,2022-04-01,import,19
KLUSTER PARIT CHE MANJA,HILIR PERAK,2022-04-01,education,25
KLUSTER TAMAN SERTING JAYA,"JEMPOL, KUALA PILAH",2022-04-02,education,92
KLUSTER JALAN TANDEK,KOTA MARUDU,2022-04-02,education,35
KLUSTER JALAN PLAZA PANDAN,MELAKA TENGAH,2022-04-02,education,16
KLUSTER JALAN SUNGAI KLUANG 2,"BARAT DAYA, SEBERANG PERAI UTARA",2022-04-02,workplace,144
KLUSTER PERSIARAN SEMARAK 2,"SEPANG, KUALA LANGAT, HULU SELANGOR, PETALING, HULU LANGAT",2022-04-02,workplace,78
KLUSTER KAMPUNG DEMIT DARAT,"KOTA BHARU, BACHOK",2022-04-02,education,12
KLUSTER JALAN GAMBIR 2 TANGKAK,TANGKAK,2022-04-02,workplace,13
KLUSTER JALAN KUANTAN-GAMBANG,"KUANTAN, MARAN",2022-04-02,workplace,17
KLUSTER JALAN DURIAN DAUN,MELAKA TENGAH,2022-04-02,education,24
KLUSTER AISYAH GAMBANG,KUANTAN,2022-04-02,education,22
KLUSTER JALAN PENDIDIKAN RANAU,RANAU,2022-04-02,education,40
KLUSTER GUGUSAN LEKIR,MANJUNG,2022-04-02,religious,12
KLUSTER SUNGAI BATANG BATU SEPULUH,SANDAKAN,2022-04-02,education,57
KLUSTER JALAN INAS,KULAI,2022-04-02,workplace,29
KLUSTER INDUSTRI JALAN SULTAN MOHAMED EMPAT,KLANG,2022-04-02,workplace,42
KLUSTER KM 36 JALAN IPOH,HULU SELANGOR,2022-04-02,detentionCentre,32
KLUSTER TIGA JALAN YAACOB LATIF,CHERAS,2022-04-02,education,41
KLUSTER LORONG TEKEK MAKMUR TIGA,ROMPIN,2022-04-02,community,11
KLUSTER JALAN TAMAN BERINGIN,KOTA MARUDU,2022-04-02,education,27
KLUSTER PERUSAHAAN PARIT RAJA 2,BATU PAHAT,2022-04-02,workplace,34
KLUSTER JALAN SALAK SOUTH,"CHERAS, LEMBAH PANTAI, TITIWANGSA, KEPONG, HULU LANGAT",2022-04-02,highRisk,9
KLUSTER DTI BUKIT JALIL 3,CHERAS,2022-04-03,detentionCentre,35
KLUSTER DUA JALAN KUCHAI LAMA,LEMBAH PANTAI,2022-04-03,education,57
KLUSTER JALAN EMAS SATU NILAI 2,"SEREMBAN, KUALA PILAH",2022-04-03,workplace,191
KLUSTER JALAN TANAH PUTIH GALAS,GUA MUSANG,2022-04-03,education,35
KLUSTER JALAN EMPAT SEGAMBUT,KEPONG,2022-04-03,education,9
KLUSTER PUTRA SEPULUH,PUTRAJAYA,2022-04-03,education,7
KLUSTER DUA JALAN BUKIT NANAS,"LEMBAH PANTAI, TITIWANGSA, KEPONG",2022-04-03,education,7
KLUSTER BATU 17 KUNDUR,REMBAU,2022-04-03,education,43
KLUSTER JALAN ARA KUDA,SEBERANG PERAI UTARA,2022-04-03,education,104
KLUSTER JALAN INTAN TIGA KAMPAR,KAMPAR,2022-04-03,highRisk,16
KLUSTER LEGONG JAYA,"REMBAU, TAMPIN",2022-04-03,workplace,40
KLUSTER INDUSTRI JALAN SUNGAI 2,HULU LANGAT,2022-04-08,workplace,10
KLUSTER INDUSTRI BATU 17 RAWANG,GOMBAK,2022-04-11,workplace,23
KLUSTER KM132 AYER PA’ABAS 2,"ALOR GAJAH, MELAKA TENGAH",2022-04-11,education,204
KLUSTER JALAN SEREMBAN TIGA 2,SEREMBAN,2022-04-11,education,84
KLUSTER JALAN KAMPUNG PILIN,REMBAU,2022-04-11,education,108
KLUSTER DUA PERSIARAN TIMUR,PUTRAJAYA,2022-04-13,education,29
KLUSTER JALAN TUN RAZAK KUALA KANGSAR,KUALA KANGSAR,2022-04-13,education,99
KLUSTER TANJUNG AGAS TANGKAK 2,TANGKAK,2022-04-13,education,11
KLUSTER JALAN DATO SYED ABDUL KADIR 2,KOTA TINGGI,2022-04-14,education,55
KLUSTER JALAN DATO ABDUL MALIK,SEREMBAN,2022-04-14,education,14
KLUSTER DUA JALAN SUNGAI RAMAL,HULU LANGAT,2022-04-14,education,34
KLUSTER KAMPUNG PADANG KUALA KRAI,KUALA KRAI,2022-04-14,education,48
KLUSTER JALAN RANTAU,"SEREMBAN, REMBAU",2022-04-14,education,158
KLUSTER KAMPUNG GAING 2,"REMBAU, SEREMBAN, JELEBU",2022-04-14,education,182
KLUSTER JALAN KUALA KANGSAR GERIK 2,KUALA KANGSAR,2022-04-14,education,55
KLUSTER EMPAT JALAN YAACOB LATIF 2,CHERAS,2022-04-14,education,111
KLUSTER JALAN SUNGAI ITEK,KAMPAR,2022-04-15,highRisk,12
KLUSTER JALAN SELADANG PASAR 2,"LEMBAH PANTAI, CHERAS",2022-04-15,education,35
KLUSTER JALAN HULU YAM BHARU 2,"HULU SELANGOR, GOMBAK",2022-04-15,education,123
KLUSTER TIGA TAMAN KOPERASI,KEPONG,2022-04-15,education,29
KLUSTER JALAN BESAR GEMENCHEH 2,"TAMPIN, REMBAU, SEREMBAN",2022-04-15,education,167
KLUSTER JALAN SEBELAS E 3,"PUTRAJAYA, SEPANG",2022-04-15,education,59
KLUSTER JALAN BUKIT CHANDAN,KUALA KANGSAR,2022-04-15,education,25
KLUSTER BUKIT NASAH,HULU PERAK,2022-04-15,education,27
KLUSTER HULU LANGAT BATU SEPULUH,"HULU LANGAT, SEPANG",2022-04-16,education,35
KLUSTER JALAN PONDOK UPEH 2,BARAT DAYA,2022-04-16,education,101
KLUSTER JALAN AMPANG PECHAH,"HULU SELANGOR, GOMBAK, KLANG",2022-04-16,education,95
KLUSTER BATU 13 JALAN CHERAS 2,"HULU LANGAT, SEPANG, GOMBAK, KLANG, KUALA LANGAT",2022-04-16,education,100
KLUSTER LONDANG 2,ALOR GAJAH,2022-04-16,education,90
KLUSTER JALAN KOLEJ YAYASAN 2,ALOR GAJAH,2022-04-16,education,111
KLUSTER JALAN MERANTI JAYA,SEREMBAN,2022-04-16,education,23
KLUSTER TIGA JALAN KOTA RAJA,"KLANG, GOMBAK, HULU SELANGOR, SEPANG",2022-04-16,education,85
KLUSTER JALAN BUDIMAN 3,"CHERAS, TITIWANGSA",2022-04-16,education,70
KLUSTER JALAN PARIT TANJUNG BELANJA 2,PERAK TENGAH,2022-04-16,education,36
KLUSTER KAMPUNG JALAN BADAK,KUALA KANGSAR,2022-04-17,education,9
KLUSTER JALAN SEKOLAH SUKAN 2,CHERAS,2022-04-17,education,8
KLUSTER KOTA GOPENG 3,KAMPAR,2022-04-17,education,13
KLUSTER JALAN PADANG TEMBAK KLUANG 2,KLUANG,2022-04-17,education,100
KLUSTER JALAN BESAR SLIM RIVER,MUALLIM,2022-04-17,education,30
KLUSTER JALAN KUALA SELANGOR 2,KUALA SELANGOR,2022-04-17,education,34
KLUSTER JALAN NURI KULAI,KULAI,2022-04-19,education,7
KLUSTER JALAN DATO HARUN,"ALOR GAJAH, JASIN, MELAKA TENGAH",2022-04-19,education,73
KLUSTER KM132 AYER PA'ABAS,"ALOR GAJAH, MELAKA TENGAH",2022-04-19,education,157
KLUSTER ULU GADONG 2,REMBAU,2022-04-19,education,73
KLUSTER JALAN PENDIDIKAN MALAWATI 2,"KUALA SELANGOR, KLANG, GOMBAK, PETALING, HULU LANGAT, SABAK BERNAM",2022-04-19,education,67
KLUSTER JALAN ANGGERIK 21 2,JOHOR BAHRU,2022-04-20,education,38
KLUSTER JALAN LABU,"JEMPOL, SEREMBAN, KLANG, GOMBAK, KUALA SELANGOR",2022-04-20,education,146
KLUSTER JALAN LAMA KUALA SELANGOR,SABAK BERNAM,2022-04-20,education,44
KLUSTER TIGA JALAN YAACOB LATIF 2,CHERAS,2022-04-20,education,72
KLUSTER JALAN SIMPANG EMPAT BAGAN DATUK,HILIR PERAK,2022-04-21,education,18
KLUSTER JALAN SEGAMA LAHAD DATU,LAHAD DATU,2022-04-22,education,39
KLUSTER BATU 2 DESA KAYA,KINTA,2022-04-22,highRisk,12
KLUSTER JALAN SEMENANJUNG BERNAM,"SABAK BERNAM, KUALA SELANGOR",2022-04-23,education,14
KLUSTER JALAN TUN ABDUL RAZAK ENAM,JOHOR BAHRU,2022-04-24,education,7
KLUSTER JALAN SELANGOR,"PETALING, HULU LANGAT",2022-04-25,highRisk,24
KLUSTER PERETAK KUALA KUBU 3,HULU SELANGOR,2022-04-25,education,40
KLUSTER JALAN DAMAI BUKIT MERTAJAM 2,SEBERANG PERAI TENGAH,2022-04-25,education,56
KLUSTER LORONG NENAS SATU 2,SEBERANG PERAI TENGAH,2022-04-27,highRisk,11
KLUSTER JALAN 14/44 PENGKALAN CHEPA 2,KOTA BHARU,2022-04-27,education,25
KLUSTER JALAN BAKAWALI 22,JOHOR BAHRU,2022-04-30,highRisk,26
KLUSTER JALAN DURIAN,KINTA,2022-05-01,highRisk,26
KLUSTER JALAN HAMILTON,TIMUR LAUT,2022-05-01,highRisk,12
KLUSTER KAMPUNG TOK PANJANG SAUDI,KOTA BHARU,2022-05-01,import,16
KLUSTER SIMPANG PINGGIRAN TONGKANG 2,"BATU PAHAT, MUAR",2022-05-01,workplace,35
KLUSTER TERENDAK 2,"ALOR GAJAH, MELAKA TENGAH, JASIN",2022-05-02,workplace,198
KLUSTER JALAN DATO ISMAIL HASHIM,BARAT DAYA,2022-05-02,workplace,97
KLUSTER JALAN ORKID 5 TANGKAK,TANGKAK,2022-05-02,community,10
KLUSTER PERSIARAN GAGASAN,LEMBAH PANTAI,2022-05-02,education,9
KLUSTER JALAN DUA ABADI INDAH,LEMBAH PANTAI,2022-05-02,workplace,5
KLUSTER INSTITUSI JALAN MENGKIBOL,KLUANG,2022-05-02,education,47
KLUSTER JALAN BAKTI,TAMPIN,2022-05-02,education,40
KLUSTER INDUK PEKAN,PEKAN,2022-05-02,education,8
KLUSTER JALAN HULU YAM BHARU,HULU SELANGOR,2022-05-02,education,47
KLUSTER KAMPUNG WESTON,"BEAUFORT, PENAMPANG",2022-05-02,community,71
KLUSTER INDUSTRI JALAN BUNGA TANJUNG TIGA 2,"SEREMBAN, PORT DICKSON",2022-05-03,workplace,50
KLUSTER INDUSTRI BATU 4 JALAN KEBUN 2,KLANG,2022-05-03,workplace,71
KLUSTER JALAN IBBETSON,TIMUR LAUT,2022-05-03,education,114
KLUSTER JALAN TECH VALLEY TIGA,"SEREMBAN, PORT DICKSON, JELEBU, REMBAU",2022-05-03,workplace,70
KLUSTER INDUSTRI JALAN BERNAM,SABAK BERNAM,2022-05-03,workplace,38
KLUSTER DUA JALAN TUN HAMDAN SHEIKH TAHIR,SEBERANG PERAI UTARA,2022-05-03,education,96
KLUSTER TIANG DUA BUKIT LINTANG,MELAKA TENGAH,2022-05-03,detentionCentre,62
KLUSTER JALAN KRISTAL TUJUH,"PETALING, KLANG",2022-05-03,highRisk,17
KLUSTER INDUSTRI JALAN BUKIT KETERI,KANGAR,2022-05-03,workplace,29
KLUSTER JALAN DATO AHMAD YUNUS,MANJUNG,2022-05-03,highRisk,21
KLUSTER LINTANG NIPAH SATU,TIMUR LAUT,2022-05-03,highRisk,33
KLUSTER JALAN BUKIT KIARA 2,KEPONG,2022-05-04,education,16
KLUSTER LIMA JALAN YAACOB LATIF,"CHERAS, SEREMBAN, GOMBAK",2022-05-07,highRisk,13
KLUSTER JALAN PANTAI JEREJAK,BARAT DAYA,2022-05-08,highRisk,18
KLUSTER BUKIT RASAH 2,SEREMBAN,2022-05-08,highRisk,15
KLUSTER TAMAN BUNGA RAYA,SEREMBAN,2022-05-09,highRisk,13
KLUSTER JALAN AU2,GOMBAK,2022-05-11,education,45
KLUSTER PULAI JAYA,KINTA,2022-05-22,community,35
KLUSTER JALAN BROGA,HULU LANGAT,2022-05-31,highRisk,23
KLUSTER JALAN MAK MANDIN,SEBERANG PERAI UTARA,2022-06-01,workplace,32
KLUSTER KASIH KEMBOJA,"KUALA PILAH, JEMPOL, JELEBU",2022-06-01,highRisk,29
KLUSTER JALAN PARIT,PERAK TENGAH,2022-06-01,education,11
KLUSTER CHIKU 01 SAUDI,GUA MUSANG,2022-06-01,import,19
KLUSTER INDUSTRI JALAN KELULI DUA,"KLANG, KUALA SELANGOR, HULU LANGAT, HULU SELANGOR, PETALING, SEPANG",2022-06-01,workplace,56
KLUSTER KERATONG 2 SAUDI,ROMPIN,2022-06-01,import,19
KLUSTER SUNGAI SEMANTAN,TEMERLOH,2022-06-01,workplace,40
KLUSTER ASAHAN,KUALA SELANGOR,2022-06-02,education,90
KLUSTER JALAN BATU SATU TEMERLOH,TEMERLOH,2022-06-02,education,109
KLUSTER JALAN 14 PETALING,PETALING,2022-06-02,highRisk,39
KLUSTER PERSIARAN BAYAN LEPAS 2,"BARAT DAYA, SEBERANG PERAI SELATAN, SEBERANG PERAI UTARA, TIMUR LAUT",2022-06-02,workplace,116
KLUSTER JALAN BATU FERRINGHI,TIMUR LAUT,2022-06-02,workplace,20
KLUSTER PAYA SEBERANG,HULU LANGAT,2022-06-02,education,22
KLUSTER JALAN PADANG SELISING UTARA,MACHANG,2022-06-02,community,24
KLUSTER BATU 2 JALAN KAKI BUKIT,KANGAR,2022-06-02,workplace,12
KLUSTER LUSU PATAU-PATAU,LABUAN,2022-06-02,workplace,16
